center_id,district,crop,farmers_arrived,farmers_processed,queue_length,number_of_counters,average_processing_time,arrival_rate,hour,day_of_week,is_weekend,is_holiday,waiting_time
C002,Ludhiana,Maize,45,8,37,6,5.0,8.58,10,5,0,0,33.7
C001,Karnal,Paddy,53,27,26,5,6.0,6.23,17,3,0,0,34.6
C004,Sehore,Wheat,47,41,6,6,7.0,6.88,9,2,0,0,7.9
C002,Ludhiana,Mustard,44,19,25,4,7.0,2.68,11,4,0,0,55.9
C002,Ludhiana,Mustard,42,15,27,3,5.0,9.46,10,0,1,0,53.8
C004,Sehore,Mustard,45,18,27,3,6.0,7.25,8,2,0,0,57.0
C005,Nashik,Soybean,41,6,35,6,7.0,2.26,18,2,0,0,46.6
C005,Nashik,Mustard,18,14,4,5,8.0,9.09,18,0,1,0,9.7
C004,Sehore,Mustard,34,17,17,2,7.0,9.95,12,1,0,0,74.6
C002,Ludhiana,Gram,26,15,11,4,4.0,8.52,17,2,0,0,11.7
C004,Sehore,Mustard,26,13,13,3,5.0,6.16,10,4,0,0,21.3
C001,Karnal,Paddy,48,11,37,4,7.0,3.72,8,1,0,1,55.0
C004,Sehore,Soybean,57,12,45,5,4.0,7.36,14,6,1,0,58.9
C001,Karnal,Soybean,75,44,31,5,5.0,6.88,13,1,0,0,40.7
C003,Indore,Maize,14,10,4,4,5.0,9.53,10,1,0,0,5.7
C003,Indore,Soybean,20,18,2,3,5.0,4.17,10,0,1,0,3.3
C001,Karnal,Gram,80,50,30,2,4.0,3.3,10,5,0,0,62.8
C003,Indore,Wheat,64,47,17,5,7.0,9.06,15,5,0,0,24.2
C004,Sehore,Maize,48,31,17,5,6.0,2.85,17,6,1,0,24.6
C004,Sehore,Mustard,68,33,35,6,5.0,3.23,18,3,0,0,32.7
C001,Karnal,Paddy,46,7,39,3,6.0,8.42,17,6,1,0,93.9
C005,Nashik,Mustard,30,20,10,4,8.0,5.88,18,1,0,0,22.3
C001,Karnal,Paddy,16,10,6,2,5.0,9.83,9,4,0,0,15.8
C002,Ludhiana,Maize,71,44,27,4,8.0,2.4,9,3,0,0,58.7
C004,Sehore,Mustard,53,14,39,2,5.0,4.82,17,4,0,0,103.0
C002,Ludhiana,Gram,43,11,32,4,4.0,3.38,10,3,0,0,36.8
C002,Ludhiana,Paddy,27,15,12,6,7.0,2.17,12,1,0,0,18.4
C004,Sehore,Maize,84,46,38,4,6.0,5.06,11,1,0,0,73.8
C005,Nashik,Paddy,43,24,19,3,6.0,5.54,8,2,0,0,40.4
C005,Nashik,Gram,23,22,1,6,6.0,5.72,10,0,1,0,1.7
C004,Sehore,Gram,65,25,40,4,4.0,3.52,18,3,0,0,45.3
C002,Ludhiana,Soybean,54,43,11,5,5.0,7.93,14,1,0,0,14.9
C004,Sehore,Soybean,38,27,11,4,5.0,6.54,8,3,0,0,14.7
C005,Nashik,Wheat,15,6,9,3,8.0,7.23,17,5,0,0,23.7
C003,Indore,Wheat,45,18,27,2,6.0,2.34,17,2,0,0,84.9
C005,Nashik,Soybean,50,34,16,3,7.0,7.35,10,5,0,0,40.6
C003,Indore,Maize,57,29,28,3,4.0,2.61,18,2,0,0,38.8
C005,Nashik,Mustard,25,11,14,2,5.0,3.78,16,6,1,0,40.1
C005,Nashik,Gram,51,46,5,3,5.0,2.67,10,0,1,0,8.9
C001,Karnal,Mustard,55,12,43,4,8.0,7.69,16,1,0,0,91.3
C005,Nashik,Soybean,12,11,1,5,6.0,8.11,9,4,0,0,1.5
C001,Karnal,Soybean,57,48,9,4,6.0,2.01,14,1,0,0,18.0
C004,Sehore,Soybean,41,25,16,6,7.0,6.17,14,5,0,0,27.0
C004,Sehore,Maize,71,32,39,4,4.0,7.79,11,2,0,0,51.9
C002,Ludhiana,Maize,21,9,12,5,5.0,3.55,8,2,0,0,11.6
C002,Ludhiana,Gram,26,12,14,4,8.0,4.25,15,4,0,0,30.0
C001,Karnal,Wheat,43,14,29,5,8.0,8.6,14,4,0,0,63.4
C003,Indore,Gram,57,15,42,6,4.0,6.11,11,0,1,0,43.4
C002,Ludhiana,Soybean,51,49,2,5,7.0,7.96,8,0,1,0,5.2
C002,Ludhiana,Gram,65,30,35,4,5.0,3.51,9,0,1,0,52.7
C002,Ludhiana,Mustard,56,40,16,3,8.0,7.68,13,4,0,0,57.0
C005,Nashik,Paddy,12,8,4,6,8.0,5.61,16,5,0,0,7.1
C004,Sehore,Paddy,54,18,36,3,5.0,9.06,16,4,0,0,65.0
C002,Ludhiana,Paddy,43,37,6,5,7.0,4.69,9,5,0,0,10.8
C004,Sehore,Paddy,27,20,7,5,7.0,5.47,12,6,1,0,16.8
C002,Ludhiana,Paddy,32,19,13,6,5.0,7.74,10,0,1,0,15.4
C002,Ludhiana,Mustard,48,9,39,3,7.0,6.23,13,5,0,0,119.4
C001,Karnal,Soybean,36,11,25,5,7.0,7.21,14,6,1,0,52.8
C005,Nashik,Paddy,45,11,34,2,8.0,8.85,12,1,0,0,174.6
C004,Sehore,Gram,42,34,8,5,7.0,9.35,9,2,0,0,11.8
C005,Nashik,Maize,69,24,45,3,8.0,4.8,15,1,0,0,123.5
C002,Ludhiana,Maize,73,49,24,5,7.0,9.63,14,4,0,0,43.6
C003,Indore,Gram,54,33,21,2,5.0,3.63,17,4,0,0,56.6
C002,Ludhiana,Mustard,61,22,39,4,5.0,7.37,18,5,0,1,43.5
C003,Indore,Paddy,35,33,2,6,8.0,4.14,15,1,0,0,2.6
C005,Nashik,Mustard,81,44,37,2,7.0,5.17,8,4,0,1,109.2
C004,Sehore,Mustard,63,27,36,5,6.0,7.48,17,2,0,0,45.8
C005,Nashik,Paddy,32,12,20,6,8.0,5.29,11,2,0,0,35.8
C003,Indore,Paddy,74,39,35,5,8.0,2.85,14,2,0,0,74.3
C003,Indore,Mustard,54,15,39,4,4.0,7.3,16,6,1,0,47.6
C002,Ludhiana,Wheat,39,13,26,2,5.0,9.69,8,3,0,0,68.3
C001,Karnal,Wheat,57,39,18,6,5.0,8.67,13,4,0,0,19.8
C005,Nashik,Gram,60,47,13,6,8.0,8.44,13,3,0,0,24.5
C005,Nashik,Paddy,52,21,31,6,8.0,8.67,9,4,0,0,47.0
C002,Ludhiana,Wheat,29,5,24,3,7.0,2.38,11,0,1,0,84.3
C004,Sehore,Wheat,69,46,23,6,8.0,3.63,13,3,0,0,41.3
C005,Nashik,Paddy,66,23,43,5,8.0,5.46,17,0,1,0,84.2
C001,Karnal,Maize,46,15,31,2,8.0,5.32,18,6,1,0,144.8
C002,Ludhiana,Soybean,23,19,4,4,4.0,4.17,12,2,0,0,4.5
C005,Nashik,Gram,53,22,31,2,7.0,7.32,14,4,0,0,138.9
C003,Indore,Paddy,39,14,25,4,4.0,8.3,10,0,1,0,31.1
C005,Nashik,Soybean,53,32,21,5,5.0,8.14,10,6,1,0,27.1
C003,Indore,Paddy,35,6,29,3,6.0,4.07,12,3,0,0,75.2
C003,Indore,Maize,58,19,39,4,6.0,6.81,13,1,0,0,79.1
C002,Ludhiana,Gram,37,36,1,3,6.0,8.64,10,2,0,0,1.5
C001,Karnal,Paddy,21,20,1,6,4.0,5.16,18,1,0,0,2.5
C001,Karnal,Maize,55,14,41,5,5.0,7.07,15,3,0,0,47.0
C005,Nashik,Maize,67,27,40,6,5.0,6.45,18,2,0,0,36.8
C005,Nashik,Maize,71,27,44,4,5.0,3.12,13,0,1,0,86.3
C003,Indore,Soybean,39,33,6,4,8.0,2.53,13,0,1,0,18.5
C003,Indore,Mustard,50,33,17,6,4.0,5.63,12,3,0,0,15.7
C002,Ludhiana,Mustard,67,38,29,3,6.0,7.85,12,0,1,0,88.2
C001,Karnal,Mustard,86,41,45,6,6.0,5.68,12,2,0,0,62.1
C001,Karnal,Mustard,72,39,33,3,7.0,2.24,11,0,1,0,114.3
C001,Karnal,Maize,80,38,42,3,5.0,9.35,10,3,0,0,75.1
C005,Nashik,Gram,32,27,5,3,8.0,8.36,15,4,0,0,12.0
C005,Nashik,Soybean,53,9,44,3,6.0,4.51,9,3,0,0,92.9
C002,Ludhiana,Mustard,41,8,33,3,7.0,2.81,17,6,1,0,92.2
C004,Sehore,Paddy,61,36,25,4,6.0,2.7,15,3,0,0,42.2
C005,Nashik,Soybean,39,19,20,6,4.0,3.68,14,1,0,0,19.4
C004,Sehore,Maize,30,8,22,5,6.0,6.88,17,4,0,0,29.8
C001,Karnal,Wheat,62,26,36,6,8.0,5.84,17,0,1,0,58.5
C003,Indore,Paddy,78,43,35,2,4.0,5.28,16,2,0,0,72.9
C003,Indore,Soybean,58,24,34,4,8.0,6.95,18,4,0,0,72.4
C004,Sehore,Paddy,58,26,32,6,6.0,7.08,17,2,0,0,34.3
C005,Nashik,Maize,20,16,4,2,8.0,3.15,15,5,0,0,17.4
C005,Nashik,Maize,58,38,20,2,5.0,6.32,18,4,0,0,52.2
C001,Karnal,Soybean,76,38,38,2,6.0,4.39,12,2,0,0,148.2
C002,Ludhiana,Soybean,64,30,34,5,5.0,9.86,9,0,1,0,42.1
C001,Karnal,Paddy,54,32,22,6,8.0,8.79,9,6,1,0,35.4
C004,Sehore,Gram,63,41,22,2,6.0,2.09,8,5,0,0,69.3
C005,Nashik,Maize,63,34,29,3,4.0,6.62,13,2,0,0,53.3
C004,Sehore,Gram,34,10,24,3,5.0,7.02,18,2,0,0,43.0
C001,Karnal,Maize,68,25,43,5,4.0,3.56,18,3,0,1,33.7
C001,Karnal,Gram,11,5,6,3,8.0,3.99,16,1,0,0,18.7
C003,Indore,Paddy,28,20,8,4,6.0,7.79,8,4,0,0,13.1
C005,Nashik,Wheat,26,23,3,6,4.0,4.62,10,2,0,0,2.2
C004,Sehore,Wheat,50,18,32,4,8.0,5.03,14,1,0,0,82.2
C003,Indore,Gram,57,20,37,6,7.0,3.67,11,6,1,0,67.3
C003,Indore,Gram,34,28,6,4,7.0,7.06,12,3,0,0,12.2
C003,Indore,Soybean,74,36,38,5,5.0,6.54,13,2,0,0,50.5
C004,Sehore,Mustard,88,44,44,3,7.0,2.34,10,6,1,0,122.3
C004,Sehore,Paddy,50,39,11,5,4.0,6.76,18,3,0,0,9.5
C002,Ludhiana,Mustard,35,29,6,3,8.0,8.46,12,0,1,0,24.5
C001,Karnal,Wheat,79,34,45,2,8.0,9.67,13,5,0,0,229.7
C003,Indore,Soybean,36,12,24,4,4.0,2.3,18,4,0,0,25.4
C002,Ludhiana,Wheat,63,31,32,4,5.0,3.67,10,6,1,0,48.2
C003,Indore,Maize,46,38,8,4,7.0,8.04,11,4,0,0,17.3
C001,Karnal,Gram,34,31,3,5,8.0,5.96,12,5,0,0,8.0
C005,Nashik,Maize,28,16,12,2,8.0,6.05,12,4,0,0,62.5
C003,Indore,Mustard,61,39,22,2,5.0,7.99,15,1,0,0,56.1
C003,Indore,Paddy,76,40,36,2,7.0,9.88,9,6,1,0,150.5
C003,Indore,Maize,38,18,20,2,5.0,6.73,16,0,1,0,58.7
C004,Sehore,Soybean,34,19,15,4,8.0,3.72,12,6,1,0,43.0
C003,Indore,Wheat,44,5,39,3,4.0,6.98,9,2,0,0,58.0
C004,Sehore,Wheat,39,30,9,3,8.0,3.07,12,6,1,0,33.7
C003,Indore,Wheat,50,44,6,3,5.0,2.28,18,2,0,0,9.3
C003,Indore,Mustard,54,50,4,2,4.0,7.52,17,6,1,0,8.1
C002,Ludhiana,Paddy,56,40,16,4,6.0,7.15,8,4,0,0,26.4
C001,Karnal,Maize,57,39,18,3,5.0,9.62,8,4,0,0,32.4
C002,Ludhiana,Maize,68,31,37,5,6.0,3.64,10,2,0,0,48.8
C003,Indore,Paddy,22,21,1,3,6.0,8.66,18,5,0,0,1.8
C001,Karnal,Gram,20,17,3,6,4.0,4.44,16,3,0,0,1.9
C001,Karnal,Soybean,65,30,35,2,5.0,5.59,18,1,0,0,93.4
C001,Karnal,Wheat,46,30,16,6,6.0,9.15,14,5,0,0,22.2
C002,Ludhiana,Soybean,7,5,2,6,8.0,4.71,15,4,0,0,1.1
C004,Sehore,Paddy,42,5,37,3,6.0,2.21,15,1,0,0,76.8
C001,Karnal,Maize,21,10,11,5,5.0,2.87,16,6,1,0,12.1
C005,Nashik,Soybean,46,14,32,2,7.0,3.49,8,6,1,0,131.9
C003,Indore,Maize,44,12,32,5,4.0,6.56,16,6,1,0,31.6
C001,Karnal,Soybean,47,31,16,4,6.0,2.43,10,6,1,0,28.7
C002,Ludhiana,Paddy,52,46,6,4,5.0,5.18,10,2,0,0,9.9
C003,Indore,Wheat,60,22,38,3,4.0,4.44,15,6,1,0,64.4
C004,Sehore,Gram,60,16,44,2,5.0,5.37,18,2,0,0,114.2
C002,Ludhiana,Soybean,76,34,42,5,4.0,6.82,12,5,0,0,48.9
C002,Ludhiana,Mustard,77,39,38,4,6.0,4.81,14,0,1,0,84.9
C001,Karnal,Mustard,21,15,6,6,8.0,8.44,16,3,0,0,9.5
C005,Nashik,Gram,71,40,31,5,6.0,5.42,16,5,0,0,39.8
C004,Sehore,Wheat,56,22,34,2,8.0,4.5,12,0,1,0,198.5
C005,Nashik,Wheat,44,7,37,6,4.0,5.93,17,6,1,0,31.1
C003,Indore,Wheat,75,38,37,2,7.0,9.47,11,3,0,0,167.2
C002,Ludhiana,Paddy,57,39,18,4,5.0,4.15,14,2,0,0,32.1
C005,Nashik,Paddy,75,38,37,2,5.0,5.28,12,3,0,0,120.9
C001,Karnal,Paddy,49,36,13,2,5.0,7.49,10,6,1,0,40.5
C001,Karnal,Paddy,10,6,4,3,4.0,2.15,16,3,0,0,5.0
C004,Sehore,Soybean,52,44,8,3,8.0,2.04,16,4,0,0,23.4
C001,Karnal,Wheat,31,5,26,4,4.0,2.19,9,3,0,0,30.1
C002,Ludhiana,Paddy,47,34,13,3,7.0,7.94,17,5,0,0,33.0
C004,Sehore,Maize,30,5,25,6,4.0,6.33,13,2,0,0,25.2
C001,Karnal,Gram,46,29,17,5,7.0,3.96,8,0,1,0,30.7
C005,Nashik,Gram,48,32,16,4,5.0,2.95,9,5,0,0,23.7
C001,Karnal,Wheat,31,10,21,6,4.0,7.3,16,5,0,0,15.6
C005,Nashik,Paddy,16,6,10,6,6.0,3.51,12,6,1,0,13.6
C003,Indore,Paddy,49,31,18,4,5.0,5.29,15,2,0,0,25.0
C005,Nashik,Mustard,48,30,18,4,8.0,5.46,10,5,0,0,36.4
C002,Ludhiana,Mustard,45,10,35,2,5.0,7.51,10,1,0,0,91.8
C005,Nashik,Mustard,40,14,26,2,5.0,2.27,13,4,0,0,84.4
C003,Indore,Paddy,68,45,23,5,5.0,9.77,14,2,0,0,33.2
C003,Indore,Soybean,29,10,19,2,4.0,3.28,9,6,1,0,44.5
C003,Indore,Wheat,75,31,44,6,4.0,9.51,18,1,0,0,36.5
C003,Indore,Gram,73,30,43,2,6.0,2.92,8,0,1,0,152.2
C001,Karnal,Mustard,10,8,2,5,7.0,2.68,16,1,0,0,2.9
C001,Karnal,Wheat,50,41,9,3,5.0,7.88,18,3,0,0,14.4
C001,Karnal,Maize,29,5,24,4,8.0,5.98,14,3,0,0,61.8
C003,Indore,Mustard,66,46,20,5,4.0,3.42,10,3,0,0,17.3
C003,Indore,Soybean,50,10,40,2,4.0,4.66,8,2,0,0,85.8
C002,Ludhiana,Maize,31,21,10,4,7.0,3.88,16,3,0,0,20.7
C005,Nashik,Paddy,55,48,7,3,6.0,3.01,15,5,0,0,14.4
C001,Karnal,Gram,52,27,25,5,7.0,9.46,14,1,0,0,45.9
C001,Karnal,Gram,68,33,35,5,7.0,6.09,12,6,1,0,74.5
C001,Karnal,Maize,49,45,4,3,8.0,3.66,8,0,1,0,14.5
C005,Nashik,Mustard,55,24,31,6,8.0,9.79,10,1,0,0,44.1
C002,Ludhiana,Mustard,56,29,27,2,6.0,6.38,9,1,0,0,85.4
C004,Sehore,Mustard,38,27,11,6,6.0,4.05,10,0,1,0,14.6
C003,Indore,Mustard,54,47,7,2,4.0,7.68,15,6,1,0,17.1
C005,Nashik,Paddy,48,47,1,5,5.0,5.43,12,1,0,0,1.7
C003,Indore,Gram,43,38,5,6,5.0,6.13,17,6,1,0,3.5
C004,Sehore,Soybean,34,11,23,4,4.0,8.53,8,1,0,0,27.0
C003,Indore,Mustard,22,16,6,3,6.0,3.98,8,0,1,0,12.7
C005,Nashik,Maize,21,20,1,6,7.0,5.97,9,5,0,0,2.8
C004,Sehore,Wheat,19,8,11,2,5.0,10.0,11,0,1,0,41.1
C005,Nashik,Gram,16,10,6,6,4.0,8.46,8,0,1,0,7.0
C004,Sehore,Wheat,81,36,45,3,4.0,7.98,17,6,1,0,75.0
C004,Sehore,Wheat,37,27,10,2,7.0,7.47,17,6,1,0,42.3
C003,Indore,Wheat,75,34,41,6,6.0,8.57,13,6,1,0,61.9
C001,Karnal,Wheat,41,19,22,3,7.0,4.7,10,5,0,0,53.9
C002,Ludhiana,Gram,39,5,34,6,7.0,5.77,15,4,0,0,44.6
C004,Sehore,Wheat,34,6,28,5,4.0,6.42,16,0,1,0,29.0
C002,Ludhiana,Paddy,83,45,38,3,8.0,9.9,12,3,0,0,129.7
C002,Ludhiana,Soybean,36,33,3,4,5.0,9.03,16,6,1,0,6.3
C002,Ludhiana,Mustard,94,50,44,6,4.0,6.39,13,3,0,0,41.9
C001,Karnal,Paddy,26,13,13,4,6.0,3.71,14,1,0,0,27.2
C004,Sehore,Gram,86,47,39,2,7.0,8.11,16,2,0,0,140.2
C004,Sehore,Wheat,92,48,44,5,7.0,4.85,14,4,0,0,81.3
C003,Indore,Maize,29,8,21,3,4.0,7.89,14,2,0,0,37.1
C001,Karnal,Soybean,41,28,13,2,5.0,2.37,18,4,0,0,35.6
C002,Ludhiana,Mustard,79,39,40,3,4.0,8.93,17,1,0,0,59.6
C005,Nashik,Wheat,25,24,1,3,4.0,9.3,14,4,0,0,1
C001,Karnal,Mustard,21,11,10,3,4.0,4.95,9,3,0,0,14.0
C005,Nashik,Soybean,35,19,16,4,7.0,7.34,17,6,1,0,33.4
C001,Karnal,Wheat,14,12,2,2,6.0,9.04,12,3,0,0,8.8
C002,Ludhiana,Soybean,40,12,28,6,8.0,4.56,11,4,0,0,51.0
C001,Karnal,Paddy,65,36,29,6,4.0,4.64,9,1,0,0,22.3
C005,Nashik,Soybean,50,28,22,6,4.0,4.08,14,6,1,0,21.9
C005,Nashik,Soybean,31,6,25,3,5.0,3.23,12,3,0,0,56.5
C003,Indore,Mustard,44,14,30,5,7.0,2.29,9,3,0,0,45.4
C001,Karnal,Gram,53,29,24,5,4.0,8.44,18,3,0,0,22.6
C002,Ludhiana,Soybean,43,36,7,2,5.0,4.54,11,4,0,1,17.1
C004,Sehore,Mustard,58,25,33,2,6.0,7.65,18,1,0,0,101.6
C002,Ludhiana,Mustard,82,38,44,4,7.0,5.22,10,3,0,0,82.3
C003,Indore,Wheat,49,21,28,5,7.0,3.09,15,5,0,0,43.3
C002,Ludhiana,Soybean,40,18,22,2,5.0,7.81,14,3,0,0,69.9
C005,Nashik,Paddy,65,37,28,3,8.0,8.69,17,0,1,0,89.9
C001,Karnal,Mustard,68,42,26,6,8.0,7.44,10,0,1,0,44.1
C002,Ludhiana,Mustard,50,48,2,2,6.0,6.2,17,6,1,0,5.9
C004,Sehore,Maize,72,33,39,2,6.0,5.43,12,6,1,0,171.6
C003,Indore,Soybean,68,37,31,5,4.0,6.76,15,3,0,0,27.9
C002,Ludhiana,Soybean,22,20,2,2,8.0,8.65,16,2,0,0,7.0
C002,Ludhiana,Soybean,30,16,14,3,7.0,2.48,10,1,0,0,32.9
C001,Karnal,Wheat,70,46,24,2,7.0,9.1,14,4,0,0,107.8
C004,Sehore,Paddy,55,44,11,2,6.0,9.06,13,0,1,0,50.1
C004,Sehore,Gram,31,28,3,6,5.0,3.41,9,6,1,0,3.5
C002,Ludhiana,Gram,18,16,2,3,5.0,7.98,17,6,1,0,2.5
C003,Indore,Paddy,41,9,32,5,6.0,2.48,16,0,1,0,47.8
C001,Karnal,Paddy,46,33,13,2,7.0,9.1,8,2,0,0,48.8
C003,Indore,Gram,43,31,12,3,5.0,8.68,10,2,0,0,20.9
C002,Ludhiana,Wheat,59,22,37,5,5.0,8.26,14,1,0,0,48.7
C002,Ludhiana,Gram,42,21,21,2,7.0,2.49,13,4,0,0,95.7
C005,Nashik,Mustard,58,43,15,2,8.0,3.8,15,5,0,0,62.8
C002,Ludhiana,Gram,49,12,37,2,5.0,8.58,11,2,0,0,119.3
C005,Nashik,Soybean,78,50,28,2,5.0,5.36,14,5,0,0,89.5
C002,Ludhiana,Gram,56,42,14,4,6.0,5.91,17,5,0,0,22.2
C004,Sehore,Maize,67,32,35,2,8.0,4.41,8,3,0,0,146.2
C004,Sehore,Wheat,40,5,35,3,4.0,7.32,9,4,0,0,52.2
C005,Nashik,Wheat,33,28,5,3,5.0,8.21,12,6,1,0,10.7
C003,Indore,Gram,57,19,38,6,4.0,3.39,10,2,0,0,28.9
C002,Ludhiana,Wheat,32,9,23,3,5.0,2.33,13,5,0,0,50.1
C001,Karnal,Wheat,45,23,22,6,5.0,4.63,18,0,1,0,23.3
C005,Nashik,Gram,63,18,45,6,6.0,6.99,11,1,0,0,60.8
C002,Ludhiana,Soybean,41,13,28,3,8.0,2.06,16,0,1,0,90.2
C005,Nashik,Maize,31,22,9,3,4.0,8.02,9,1,0,0,11.3
C003,Indore,Gram,83,43,40,5,6.0,6.92,8,0,1,0,61.9
C004,Sehore,Paddy,54,24,30,2,7.0,6.7,12,1,0,0,132.9
C002,Ludhiana,Gram,55,18,37,4,4.0,9.21,13,4,0,0,49.1
C002,Ludhiana,Paddy,54,49,5,5,7.0,3.83,15,2,0,0,7.2
C004,Sehore,Mustard,57,47,10,5,6.0,8.82,18,3,0,0,11.6
C002,Ludhiana,Maize,40,12,28,2,8.0,5.59,11,0,1,0,164.7
C005,Nashik,Mustard,26,8,18,4,5.0,3.53,9,0,1,0,27.0
C003,Indore,Mustard,29,22,7,2,6.0,3.68,10,0,1,0,23.4
C002,Ludhiana,Maize,65,36,29,2,8.0,9.34,15,5,0,0,119.3
C002,Ludhiana,Mustard,20,10,10,4,5.0,6.01,11,5,0,0,17.3
C003,Indore,Maize,54,16,38,6,4.0,7.89,8,2,0,0,29.8
C001,Karnal,Soybean,54,17,37,5,7.0,9.69,11,6,1,0,79.3
C005,Nashik,Soybean,67,44,23,4,4.0,9.54,10,2,0,0,25.9
C003,Indore,Soybean,60,26,34,4,4.0,7.09,13,5,0,0,45.3
C005,Nashik,Paddy,44,13,31,4,7.0,5.24,10,0,1,0,65.2
C004,Sehore,Paddy,48,24,24,6,5.0,9.39,18,6,1,0,25.4
C005,Nashik,Soybean,27,16,11,3,8.0,3.47,13,0,1,0,43.6
C003,Indore,Maize,53,33,20,5,5.0,3.38,14,1,0,0,26.4
C002,Ludhiana,Maize,26,15,11,2,4.0,3.97,12,0,1,0,33.2
C005,Nashik,Wheat,91,46,45,2,8.0,5.34,10,6,1,0,210.6
C004,Sehore,Soybean,30,8,22,2,6.0,9.7,13,3,0,0,83.4
C003,Indore,Maize,59,44,15,2,4.0,2.6,9,4,0,0,31.3
C002,Ludhiana,Gram,24,15,9,6,5.0,4.38,15,0,1,0,10.1
C004,Sehore,Wheat,40,38,2,2,7.0,3.15,15,5,0,1,5.4
C004,Sehore,Wheat,63,32,31,5,4.0,8.96,14,2,0,0,34.8
C003,Indore,Wheat,40,19,21,2,8.0,5.7,11,2,0,0,107.3
C004,Sehore,Maize,56,12,44,3,5.0,3.64,11,6,1,0,108.7
C005,Nashik,Mustard,52,24,28,4,4.0,3.1,11,5,0,0,37.8
C003,Indore,Wheat,46,34,12,3,7.0,5.76,14,4,0,0,38.2
C001,Karnal,Soybean,62,23,39,3,6.0,3.44,8,6,1,0,94.1
C001,Karnal,Soybean,44,37,7,4,6.0,6.4,8,0,1,0,12.9
C005,Nashik,Gram,69,49,20,3,5.0,3.46,10,2,0,0,35.5
C003,Indore,Mustard,30,19,11,2,7.0,4.15,14,6,1,0,55.4
C004,Sehore,Gram,42,5,37,4,7.0,3.32,12,6,1,0,98.5
C004,Sehore,Paddy,44,7,37,5,8.0,4.25,15,1,0,0,63.4
C003,Indore,Wheat,65,26,39,2,4.0,3.82,13,5,0,0,102.1
C003,Indore,Paddy,38,20,18,2,7.0,4.57,17,4,0,1,53.8
C005,Nashik,Paddy,26,21,5,5,8.0,7.38,8,2,0,0,9.2
C004,Sehore,Maize,49,34,15,2,6.0,6.04,16,2,0,0,46.6
C004,Sehore,Maize,68,33,35,5,4.0,8.75,13,3,0,0,38.9
C004,Sehore,Paddy,66,40,26,5,5.0,9.4,9,2,0,0,30.6
C001,Karnal,Gram,80,41,39,4,8.0,2.27,8,1,0,0,84.4
C002,Ludhiana,Gram,58,24,34,2,4.0,4.68,15,5,0,0,72.3
C001,Karnal,Mustard,59,32,27,3,6.0,2.27,8,1,0,0,57.0
C004,Sehore,Gram,20,6,14,6,5.0,5.17,18,3,0,0,11.4
C004,Sehore,Soybean,25,16,9,2,8.0,7.88,14,3,0,0,46.0
C005,Nashik,Maize,46,6,40,4,4.0,8.17,15,4,0,0,44.5
C002,Ludhiana,Gram,32,29,3,4,8.0,5.77,11,4,0,0,7.1
C002,Ludhiana,Maize,68,35,33,6,8.0,9.9,8,5,0,0,49.2
C003,Indore,Wheat,22,13,9,4,8.0,8.63,15,0,1,0,23.2
C004,Sehore,Maize,74,48,26,2,8.0,7.79,8,3,0,0,105.9
C001,Karnal,Wheat,85,48,37,5,5.0,9.17,8,3,0,0,42.7
C005,Nashik,Paddy,54,48,6,6,8.0,9.96,16,1,0,0,9.0
C004,Sehore,Maize,49,34,15,4,5.0,2.72,8,4,0,0,21.9
C005,Nashik,Mustard,61,23,38,3,7.0,3.26,11,5,0,0,115.5
C002,Ludhiana,Wheat,68,48,20,3,6.0,9.92,17,5,0,1,33.5
C005,Nashik,Gram,31,29,2,5,7.0,6.79,9,4,0,0,3.2
C002,Ludhiana,Wheat,77,38,39,4,6.0,3.3,12,1,0,0,77.9
C003,Indore,Maize,59,14,45,3,4.0,8.26,18,6,1,0,74.3
C005,Nashik,Wheat,38,5,33,5,7.0,5.09,14,5,0,0,60.6
C001,Karnal,Mustard,15,11,4,6,8.0,5.04,12,6,1,0,9.0
C002,Ludhiana,Maize,27,5,22,6,4.0,3.6,15,6,1,0,19.4
C005,Nashik,Paddy,36,33,3,5,6.0,9.04,11,0,1,0,5.7
C005,Nashik,Maize,41,30,11,2,7.0,3.2,10,4,0,0,40.0
C003,Indore,Mustard,49,47,2,6,6.0,8.81,15,1,0,0,2.9
C003,Indore,Gram,63,22,41,3,7.0,2.71,14,4,0,1,102.3
C001,Karnal,Maize,23,15,8,6,7.0,8.4,14,3,0,0,12.9
C005,Nashik,Paddy,52,12,40,2,5.0,5.65,18,6,1,0,121.8
C004,Sehore,Paddy,36,18,18,4,6.0,4.61,17,3,0,0,27.9
C003,Indore,Mustard,11,10,1,6,7.0,3.43,12,6,1,0,2.4
C003,Indore,Paddy,70,43,27,4,5.0,2.15,9,1,0,0,36.8
C002,Ludhiana,Wheat,59,41,18,3,8.0,5.61,8,1,0,0,50.8
C004,Sehore,Wheat,45,29,16,3,6.0,4.55,12,0,1,0,46.8
C004,Sehore,Mustard,84,39,45,6,4.0,8.52,13,6,1,0,49.2
C002,Ludhiana,Soybean,49,14,35,4,8.0,2.95,17,3,0,0,73.2
C003,Indore,Mustard,27,17,10,5,7.0,9.69,11,3,0,1,14.8
C004,Sehore,Gram,50,23,27,6,8.0,6.68,10,2,0,0,39.5
C004,Sehore,Maize,25,21,4,3,5.0,3.49,16,3,0,0,9.0
C005,Nashik,Gram,56,31,25,3,4.0,5.19,15,4,0,0,35.0
